Date [Sys,Time [Sys,Applicatio,User,Client ID,Keep,Runtime I,Exception,Canceled,Index of W,Transacti
2026-01-18,02:24:04,prdapp02_PRD_00,ALEREMOTE,100,No,TSV_TNEW_PAGE_ALLOC_FAILED,CX_SY_RESOURCES,SAPLKKBL,17,SM37
2026-01-18,02:27:21,prdapp03_PRD_00,ALEREMOTE,100,No,SYSTEM_NO_MEM_IN_SHM,None,SAPMSSY0,4,SE38
2026-01-18,02:28:18,prdapp02_PRD_00,MM_USER,300,No,MEMORY_NO_MORE_PAGING,None,SAPMSSY0,8,SE38
2026-01-18,02:28:19,prdapp03_PRD_00,MM_USER,100,No,SYSTEM_NO_ROLL,None,SAPMSSY0,5,SE38
2026-01-18,02:29:51,prdapp03_PRD_00,FI_USER,300,No,RESIZE_EM_ALLOC_ERROR,None,SAPMSSY0,20,SE38
2026-01-18,02:30:46,prdapp02_PRD_00,SAPSYS,300,No,STORAGE_PARAMETERS_WRONG_SET,None,SAPMSSY0,2,SE38
2026-01-18,02:30:49,prdapp01_PRD_00,DDIC,200,No,SYSTEM_NO_MORE_PAGING,None,SAPMSSY0,20,SE38
2026-01-18,02:31:35,prdapp02_PRD_00,MM_USER,100,No,MEMORY_NO_MORE_PAGING,None,SAPMSSY0,19,SE38
2026-01-18,02:31:38,prdapp03_PRD_00,DDIC,100,No,STORAGE_PARAMETERS_WRONG_SET,None,SAPMSSY0,15,SE38
2026-01-18,02:32:40,prdapp02_PRD_00,FI_USER,300,No,STORAGE_PARAMETERS_WRONG_SET,None,SAPMSSY0,19,SE38
2026-01-18,02:33:08,prdapp01_PRD_00,DDIC,100,No,SYSTEM_NO_MEM_IN_SHM,None,SAPMSSY0,13,SE38
2026-01-18,02:33:15,prdapp01_PRD_00,MM_USER,300,No,SYSTEM_NO_MORE_PAGING,None,SAPMSSY0,15,SE38
2026-01-18,02:34:08,prdapp01_PRD_00,SAPSYS,200,No,STORAGE_PARAMETERS_WRONG_SET,None,SAPMSSY0,19,SE38
2026-01-18,02:35:17,prdapp03_PRD_00,MM_USER,300,No,SYSTEM_NO_MORE_PAGING,None,SAPMSSY0,15,SE38
2026-01-18,02:35:30,prdapp03_PRD_00,DDIC,300,No,SYSTEM_NO_MORE_PAGING,None,SAPMSSY0,14,SE38
2026-01-18,02:36:49,prdapp01_PRD_00,MM_USER,300,No,TSV_TNEW_PAGE_ALLOC_FAILED,CX_SY_RESOURCES,SAPLKKBL,5,SM37
2026-01-18,02:37:00,prdapp02_PRD_00,BATCHUSR,100,No,SYSTEM_NO_MORE_PAGING,None,SAPMSSY0,5,SE38
2026-01-18,02:40:21,prdapp01_PRD_00,RFC_USER,300,No,RESIZE_EM_ALLOC_ERROR,None,SAPMSSY0,19,SE38
2026-01-18,02:40:38,prdapp01_PRD_00,ALEREMOTE,100,No,MEMORY_NO_MORE_PAGING,None,SAPMSSY0,3,SE38
2026-01-18,02:46:44,prdapp03_PRD_00,DDIC,300,No,SYSTEM_NO_MORE_PAGING,None,SAPMSSY0,1,SE38
2026-01-18,02:47:56,prdapp02_PRD_00,ADMIN,300,No,STORAGE_PARAMETERS_WRONG_SET,None,SAPMSSY0,6,SE38
2026-01-18,02:47:59,prdapp02_PRD_00,SAPSYS,100,No,SYSTEM_NO_ROLL,None,SAPMSSY0,12,SE38
2026-01-18,02:50:31,prdapp03_PRD_00,RFC_USER,200,No,TSV_TNEW_PAGE_ALLOC_FAILED,CX_SY_RESOURCES,SAPLKKBL,7,SM37
2026-01-18,02:55:13,prdapp02_PRD_00,FI_USER,100,No,RESIZE_EM_ALLOC_ERROR,None,SAPMSSY0,2,SE38
2026-01-18,02:57:00,prdapp02_PRD_00,DDIC,100,No,SYSTEM_NO_MEM_IN_SHM,None,SAPMSSY0,12,SE38
2026-01-18,03:01:07,prdapp01_PRD_00,FI_USER,100,No,SYSTEM_NO_MEM_IN_SHM,None,SAPMSSY0,6,SE38
2026-01-18,03:01:23,prdapp03_PRD_00,DDIC,300,No,RESIZE_EM_ALLOC_ERROR,None,SAPMSSY0,15,SE38
2026-01-18,03:01:28,prdapp01_PRD_00,RFC_USER,300,No,RESIZE_EM_ALLOC_ERROR,None,SAPMSSY0,2,SE38
2026-01-18,03:02:54,prdapp02_PRD_00,ADMIN,300,Yes,SYSTEM_NO_MEM_IN_SHM,None,SAPMSSY0,4,SE38
2026-01-18,03:02:58,prdapp03_PRD_00,FI_USER,200,No,RESIZE_EM_ALLOC_ERROR,None,SAPMSSY0,14,SE38
2026-01-18,03:05:08,prdapp02_PRD_00,FI_USER,100,No,SYSTEM_NO_MORE_PAGING,None,SAPMSSY0,6,SE38
2026-01-18,03:07:07,prdapp01_PRD_00,FI_USER,300,No,SYSTEM_NO_ROLL,None,SAPMSSY0,10,SE38
2026-01-18,03:08:56,prdapp02_PRD_00,ADMIN,300,No,SYSTEM_NO_MORE_PAGING,None,SAPMSSY0,17,SE38
2026-01-18,03:08:59,prdapp01_PRD_00,MM_USER,100,No,TSV_TNEW_PAGE_ALLOC_FAILED,CX_SY_RESOURCES,SAPLKKBL,7,SM37
2026-01-18,03:13:23,prdapp01_PRD_00,FI_USER,100,No,RESIZE_EM_ALLOC_ERROR,None,SAPMSSY0,11,SE38
2026-01-18,03:16:41,prdapp02_PRD_00,DDIC,100,No,SYSTEM_NO_MORE_PAGING,None,SAPMSSY0,10,SE38
2026-01-18,03:21:55,prdapp02_PRD_00,DDIC,100,No,SYSTEM_NO_ROLL,None,SAPMSSY0,6,SE38
2026-01-18,03:22:08,prdapp01_PRD_00,SAPSYS,100,No,SYSTEM_NO_MORE_PAGING,None,SAPMSSY0,4,SE38
2026-01-18,03:23:28,prdapp02_PRD_00,ALEREMOTE,200,No,SYSTEM_NO_MORE_PAGING,None,SAPMSSY0,11,SE38
2026-01-18,03:25:47,prdapp02_PRD_00,DDIC,200,No,MEMORY_NO_MORE_PAGING,None,SAPMSSY0,2,SE38
2026-01-18,03:26:01,prdapp03_PRD_00,ADMIN,200,No,SYSTEM_NO_MORE_PAGING,None,SAPMSSY0,7,SE38
2026-01-18,03:26:11,prdapp01_PRD_00,ADMIN,100,No,SYSTEM_NO_ROLL,None,SAPMSSY0,13,SE38
2026-01-18,03:29:54,prdapp01_PRD_00,BATCHUSR,300,No,SYSTEM_NO_ROLL,None,SAPMSSY0,12,SE38
2026-01-18,03:29:57,prdapp01_PRD_00,ALEREMOTE,100,No,MEMORY_NO_MORE_PAGING,None,SAPMSSY0,8,SE38
2026-01-18,03:30:45,prdapp03_PRD_00,DDIC,100,No,MEMORY_NO_MORE_PAGING,None,SAPMSSY0,15,SE38
2026-01-18,03:30:53,prdapp02_PRD_00,MM_USER,300,No,STORAGE_PARAMETERS_WRONG_SET,None,SAPMSSY0,13,SE38
2026-01-18,03:32:25,prdapp02_PRD_00,MM_USER,300,No,TSV_TNEW_PAGE_ALLOC_FAILED,CX_SY_RESOURCES,SAPLKKBL,11,SM37
2026-01-18,03:32:26,prdapp03_PRD_00,SAPSYS,300,No,MEMORY_NO_MORE_PAGING,None,SAPMSSY0,20,SE38
2026-01-18,03:35:19,prdapp02_PRD_00,DDIC,300,No,MEMORY_NO_MORE_PAGING,None,SAPMSSY0,4,SE38
2026-01-18,03:37:54,prdapp02_PRD_00,BATCHUSR,100,No,TSV_TNEW_PAGE_ALLOC_FAILED,CX_SY_RESOURCES,SAPLKKBL,11,SM37
2026-01-18,03:40:38,prdapp01_PRD_00,ADMIN,100,No,SYSTEM_NO_ROLL,None,SAPMSSY0,2,SE38
2026-01-18,03:46:46,prdapp03_PRD_00,DDIC,200,No,SYSTEM_NO_MORE_PAGING,None,SAPMSSY0,8,SE38
2026-01-18,03:47:31,prdapp02_PRD_00,MM_USER,300,No,MEMORY_NO_MORE_PAGING,None,SAPMSSY0,10,SE38
2026-01-18,03:50:26,prdapp03_PRD_00,RFC_USER,200,No,MEMORY_NO_MORE_PAGING,None,SAPMSSY0,16,SE38
2026-01-18,03:51:14,prdapp01_PRD_00,ALEREMOTE,100,No,SYSTEM_NO_MEM_IN_SHM,None,SAPMSSY0,3,SE38
2026-01-18,03:51:30,prdapp01_PRD_00,ALEREMOTE,300,No,SYSTEM_NO_ROLL,None,SAPMSSY0,19,SE38
2026-01-18,03:53:09,prdapp03_PRD_00,MM_USER,200,No,SYSTEM_NO_MORE_PAGING,None,SAPMSSY0,20,SE38
2026-01-18,03:53:52,prdapp02_PRD_00,ADMIN,100,No,SYSTEM_NO_ROLL,None,SAPMSSY0,5,SE38
2026-01-18,03:54:42,prdapp03_PRD_00,BATCHUSR,300,No,SYSTEM_MSG_SERVER_LOST,None,SAPMSSY0,14,SM50
2026-01-18,03:56:55,prdapp01_PRD_00,RFC_USER,300,No,SYSTEM_NO_ROLL,None,SAPMSSY0,11,SE38
2026-01-18,03:57:12,prdapp01_PRD_00,ADMIN,100,No,PXA_NO_SHARED_MEMORY,None,SAPMSSY0,7,SE38
2026-01-18,04:53:41,prdapp03_PRD_00,ADMIN,100,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,11,SM12
2026-01-18,06:16:13,prdapp03_PRD_00,BATCHUSR,100,No,STORAGE_PARAMETERS_WRONG_SET,None,SAPMSSY0,19,SE38
2026-01-18,10:51:34,prdapp01_PRD_00,MM_USER,100,No,SYSTEM_NO_ROLL,None,SAPMSSY0,20,SE38
2026-01-18,10:56:46,prdapp01_PRD_00,DDIC,300,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,3,SM12
2026-01-18,15:40:04,prdapp03_PRD_00,BATCHUSR,300,No,DBSQL_DUPLICATE_KEY_ERROR,CX_SY_DBSQL_DUPLICATE_KEY,SAPLDBDI,8,SM30
2026-01-18,17:00:11,prdapp01_PRD_00,SAPSYS,100,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,15,SM12
2026-01-18,17:01:53,prdapp01_PRD_00,MM_USER,100,No,SYSTEM_ENQUE_FAILURE,None,SAPLSENQ,10,SM12
2026-01-18,17:02:37,prdapp03_PRD_00,ALEREMOTE,100,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,16,SM12
2026-01-18,17:03:40,prdapp03_PRD_00,BATCHUSR,200,No,MESSAGE_TYPE_X,None,SAPLBTCH,1,VA01
2026-01-18,17:06:05,prdapp02_PRD_00,ADMIN,200,No,MESSAGE_TYPE_X,None,SAPLBTCH,8,VA01
2026-01-18,17:07:15,prdapp03_PRD_00,RFC_USER,300,No,ENQUE_TIMEOUT,None,SAPLSENQ,15,SM12
2026-01-18,17:07:50,prdapp01_PRD_00,BATCHUSR,100,No,ENQUE_TABLE_FULL,None,SAPLSENQ,7,SM12
2026-01-18,17:09:17,prdapp02_PRD_00,FI_USER,100,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,8,SM12
2026-01-18,17:09:35,prdapp01_PRD_00,DDIC,100,Yes,ENQUE_TIMEOUT,None,SAPLSENQ,3,SM12
2026-01-18,17:11:52,prdapp01_PRD_00,ADMIN,100,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,20,SM12
2026-01-18,17:12:04,prdapp02_PRD_00,ADMIN,200,No,ENQUE_TABLE_FULL,None,SAPLSENQ,6,SM12
2026-01-18,17:12:40,prdapp03_PRD_00,DDIC,200,No,MESSAGE_TYPE_X,None,SAPLBTCH,17,VA01
2026-01-18,17:13:58,prdapp02_PRD_00,RFC_USER,100,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,7,SM50
2026-01-18,17:14:06,prdapp02_PRD_00,RFC_USER,200,No,ENQUE_TIMEOUT,None,SAPLSENQ,14,SM12
2026-01-18,17:15:28,prdapp01_PRD_00,RFC_USER,100,No,ENQUE_TIMEOUT,None,SAPLSENQ,1,SM12
2026-01-18,17:17:27,prdapp01_PRD_00,SAPSYS,100,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,11,SM12
2026-01-18,17:20:28,prdapp03_PRD_00,SAPSYS,100,No,ENQUE_TIMEOUT,None,SAPLSENQ,19,SM12
2026-01-18,17:20:59,prdapp03_PRD_00,ADMIN,100,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,16,SM12
2026-01-18,17:23:11,prdapp02_PRD_00,BATCHUSR,100,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,13,SM12
2026-01-18,17:23:16,prdapp01_PRD_00,FI_USER,100,No,MESSAGE_TYPE_X,None,SAPLBTCH,13,VA01
2026-01-18,17:23:43,prdapp02_PRD_00,ALEREMOTE,200,No,ENQUE_TABLE_FULL,None,SAPLSENQ,8,SM12
2026-01-18,17:27:08,prdapp02_PRD_00,MM_USER,100,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,20,SM12
2026-01-18,17:28:49,prdapp01_PRD_00,BATCHUSR,200,No,SYSTEM_ENQUE_FAILURE,None,SAPLSENQ,11,SM12
2026-01-18,17:29:15,prdapp03_PRD_00,ALEREMOTE,300,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,6,SM12
2026-01-18,17:30:49,prdapp02_PRD_00,DDIC,100,No,SYSTEM_ENQUE_FAILURE,None,SAPLSENQ,5,SM12
2026-01-18,17:32:02,prdapp01_PRD_00,DDIC,200,No,ENQUE_TIMEOUT,None,SAPLSENQ,0,SM12
2026-01-18,17:32:58,prdapp03_PRD_00,ALEREMOTE,200,No,ENQUE_TABLE_FULL,None,SAPLSENQ,10,SM12
2026-01-18,17:34:11,prdapp02_PRD_00,BATCHUSR,200,No,CX_SY_OPEN_SQL_DB,CX_SY_OPEN_SQL_DB,SAPLDBDI,12,SE38
2026-01-18,17:35:21,prdapp03_PRD_00,FI_USER,100,No,SYSTEM_ENQUE_FAILURE,None,SAPLSENQ,12,SM12
2026-01-18,17:35:48,prdapp01_PRD_00,DDIC,200,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,9,SM12
2026-01-18,17:36:21,prdapp02_PRD_00,DDIC,300,No,ENQUE_TABLE_FULL,None,SAPLSENQ,13,SM12
2026-01-18,17:36:28,prdapp02_PRD_00,ALEREMOTE,200,No,ENQUE_TABLE_FULL,None,SAPLSENQ,5,SM12
2026-01-18,17:37:11,prdapp01_PRD_00,SAPSYS,200,No,ENQUE_TABLE_FULL,None,SAPLSENQ,3,SM12
2026-01-18,17:38:04,prdapp01_PRD_00,DDIC,200,No,ENQUE_TIMEOUT,None,SAPLSENQ,2,SM12
2026-01-18,17:40:00,prdapp02_PRD_00,ALEREMOTE,200,No,ENQUE_TIMEOUT,None,SAPLSENQ,3,SM12
2026-01-18,17:40:51,prdapp02_PRD_00,BATCHUSR,300,No,SYSTEM_ENQUE_FAILURE,None,SAPLSENQ,6,SM12
2026-01-18,17:44:33,prdapp02_PRD_00,RFC_USER,100,No,ENQUE_TIMEOUT,None,SAPLSENQ,1,SM12
2026-01-18,17:45:10,prdapp03_PRD_00,FI_USER,300,No,MESSAGE_TYPE_X,None,SAPLBTCH,5,VA01
2026-01-18,17:45:13,prdapp03_PRD_00,BATCHUSR,100,No,SYSTEM_ENQUE_FAILURE,None,SAPLSENQ,10,SM12
2026-01-18,17:46:25,prdapp01_PRD_00,RFC_USER,300,Yes,ENQUE_TIMEOUT,None,SAPLSENQ,6,SM12
2026-01-18,17:46:27,prdapp03_PRD_00,DDIC,100,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,0,SM12
2026-01-18,17:48:45,prdapp02_PRD_00,ALEREMOTE,200,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,1,SM12
2026-01-18,17:49:18,prdapp02_PRD_00,ADMIN,300,No,ENQUE_TIMEOUT,None,SAPLSENQ,4,SM12
2026-01-18,17:50:13,prdapp01_PRD_00,ADMIN,300,Yes,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,14,SM12
2026-01-18,17:50:49,prdapp02_PRD_00,ALEREMOTE,300,No,MESSAGE_TYPE_X,None,SAPLBTCH,14,VA01
2026-01-18,17:53:31,prdapp01_PRD_00,DDIC,100,No,MESSAGE_TYPE_X,None,SAPLBTCH,4,VA01
2026-01-18,17:55:47,prdapp03_PRD_00,ADMIN,200,No,SYSTEM_ENQUE_FAILURE,None,SAPLSENQ,20,SM12
2026-01-18,17:55:54,prdapp02_PRD_00,DDIC,300,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,11,SM12
2026-01-18,17:56:16,prdapp03_PRD_00,ALEREMOTE,100,No,SYSTEM_ENQUE_FAILURE,None,SAPLSENQ,19,SM12
2026-01-18,17:56:40,prdapp02_PRD_00,BATCHUSR,100,No,ENQUE_TABLE_FULL,None,SAPLSENQ,8,SM12
2026-01-18,17:59:44,prdapp02_PRD_00,BATCHUSR,300,No,ENQUE_TIMEOUT,None,SAPLSENQ,12,SM12
2026-01-18,18:03:44,prdapp01_PRD_00,SAPSYS,200,No,MESSAGE_TYPE_X,None,SAPLBTCH,10,VA01
2026-01-18,18:04:06,prdapp03_PRD_00,DDIC,300,No,SYSTEM_ENQUE_FAILURE,None,SAPLSENQ,3,SM12
2026-01-18,18:04:24,prdapp03_PRD_00,ADMIN,200,No,ENQUE_TIMEOUT,None,SAPLSENQ,9,SM12
2026-01-18,18:05:46,prdapp01_PRD_00,FI_USER,100,No,ENQUE_TABLE_FULL,None,SAPLSENQ,19,SM12
2026-01-18,18:05:58,prdapp01_PRD_00,RFC_USER,300,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,7,SM12
2026-01-18,18:08:37,prdapp03_PRD_00,ADMIN,300,Yes,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,0,SM12
2026-01-18,18:08:48,prdapp03_PRD_00,ADMIN,300,No,ENQUE_TIMEOUT,None,SAPLSENQ,10,SM12
2026-01-18,18:09:09,prdapp01_PRD_00,MM_USER,100,No,SYSTEM_ENQUE_FAILURE,None,SAPLSENQ,16,SM12
2026-01-18,18:10:03,prdapp03_PRD_00,ADMIN,100,No,SYSTEM_ENQUE_FAILURE,None,SAPLSENQ,9,SM12
2026-01-18,18:10:54,prdapp03_PRD_00,SAPSYS,100,No,ENQUE_TIMEOUT,None,SAPLSENQ,18,SM12
2026-01-18,18:12:10,prdapp01_PRD_00,MM_USER,200,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,5,SM12
2026-01-18,18:12:36,prdapp01_PRD_00,BATCHUSR,300,No,ENQUE_TABLE_FULL,None,SAPLSENQ,16,SM12
2026-01-18,18:13:01,prdapp02_PRD_00,RFC_USER,100,No,ENQUE_TABLE_FULL,None,SAPLSENQ,5,SM12
2026-01-18,18:13:13,prdapp01_PRD_00,RFC_USER,200,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,17,SM12
2026-01-18,18:14:33,prdapp02_PRD_00,ADMIN,200,No,SYSTEM_ENQUE_FAILURE,None,SAPLSENQ,9,SM12
2026-01-18,18:15:08,prdapp03_PRD_00,ADMIN,300,No,MESSAGE_TYPE_X,None,SAPLBTCH,1,VA01
2026-01-18,18:15:57,prdapp02_PRD_00,SAPSYS,100,No,ENQUE_TABLE_FULL,None,SAPLSENQ,9,SM12
2026-01-18,18:16:32,prdapp02_PRD_00,MM_USER,200,No,ENQUE_TABLE_FULL,None,SAPLSENQ,3,SM12
2026-01-18,18:17:09,prdapp02_PRD_00,SAPSYS,100,No,SYSTEM_ENQUE_FAILURE,None,SAPLSENQ,14,SM12
2026-01-18,18:17:50,prdapp03_PRD_00,BATCHUSR,200,No,SYSTEM_ENQUE_FAILURE,None,SAPLSENQ,9,SM12
2026-01-18,18:18:44,prdapp03_PRD_00,BATCHUSR,300,No,SYSTEM_ENQUE_FAILURE,None,SAPLSENQ,19,SM12
2026-01-18,18:19:14,prdapp03_PRD_00,MM_USER,300,No,SYSTEM_ENQUE_FAILURE,None,SAPLSENQ,17,SM12
2026-01-18,18:19:40,prdapp03_PRD_00,DDIC,300,No,ENQUE_TABLE_FULL,None,SAPLSENQ,13,SM12
2026-01-18,18:23:21,prdapp03_PRD_00,BATCHUSR,200,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,16,SM12
2026-01-18,18:23:38,prdapp02_PRD_00,MM_USER,200,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,14,SM12
2026-01-18,18:26:14,prdapp01_PRD_00,SAPSYS,200,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,8,SM12
2026-01-18,18:26:19,prdapp01_PRD_00,MM_USER,100,No,ENQUE_TIMEOUT,None,SAPLSENQ,14,SM12
2026-01-18,18:26:47,prdapp01_PRD_00,SAPSYS,300,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,13,SM12
2026-01-18,18:30:18,prdapp01_PRD_00,DDIC,100,No,ENQUE_TIMEOUT,None,SAPLSENQ,12,SM12
2026-01-18,18:33:16,prdapp03_PRD_00,FI_USER,200,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,13,SM12
2026-01-18,18:33:49,prdapp02_PRD_00,ADMIN,200,No,ENQUE_TABLE_FULL,None,SAPLSENQ,10,SM12
2026-01-18,18:36:54,prdapp03_PRD_00,FI_USER,300,No,ENQUE_TIMEOUT,None,SAPLSENQ,2,SM12
2026-01-18,18:38:18,prdapp01_PRD_00,MM_USER,300,No,ENQUE_TABLE_FULL,None,SAPLSENQ,4,SM12
2026-01-18,18:39:05,prdapp01_PRD_00,RFC_USER,300,No,ENQUE_TIMEOUT,None,SAPLSENQ,18,SM12
2026-01-18,18:39:48,prdapp01_PRD_00,SAPSYS,200,No,MESSAGE_TYPE_X,None,SAPLBTCH,2,VA01
2026-01-18,18:40:22,prdapp03_PRD_00,SAPSYS,100,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,17,SM12
2026-01-18,18:41:41,prdapp01_PRD_00,ADMIN,200,No,ENQUE_TIMEOUT,None,SAPLSENQ,13,SM12
2026-01-18,18:46:33,prdapp02_PRD_00,DDIC,100,No,ENQUE_TIMEOUT,None,SAPLSENQ,15,SM12
2026-01-18,18:46:39,prdapp03_PRD_00,MM_USER,300,No,ENQUE_TABLE_FULL,None,SAPLSENQ,8,SM12
2026-01-18,18:46:50,prdapp01_PRD_00,SAPSYS,300,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,18,SM12
2026-01-18,18:47:11,prdapp03_PRD_00,RFC_USER,100,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,3,SM12
2026-01-18,18:48:04,prdapp02_PRD_00,BATCHUSR,200,No,ENQUE_TABLE_FULL,None,SAPLSENQ,8,SM12
2026-01-18,18:49:45,prdapp01_PRD_00,ALEREMOTE,300,Yes,ENQUE_TABLE_FULL,None,SAPLSENQ,16,SM12
2026-01-18,18:49:53,prdapp01_PRD_00,MM_USER,300,No,MESSAGE_TYPE_X,None,SAPLBTCH,8,VA01
2026-01-18,18:52:08,prdapp03_PRD_00,FI_USER,300,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,19,SM12
2026-01-18,18:54:59,prdapp02_PRD_00,MM_USER,300,No,SYSTEM_ENQUE_FAILURE,None,SAPLSENQ,17,SM12
2026-01-18,18:58:06,prdapp03_PRD_00,FI_USER,200,No,ENQUE_TABLE_FULL,None,SAPLSENQ,20,SM12
2026-01-18,18:58:15,prdapp02_PRD_00,FI_USER,200,No,LOCK_TABLE_OVERFLOW,None,SAPLSENQ,17,SM12
2026-01-18,18:59:13,prdapp03_PRD_00,DDIC,300,No,MESSAGE_TYPE_X,None,SAPLBTCH,2,VA01
2026-01-18,19:00:25,prdapp02_PRD_00,BATCHUSR,100,No,CALL_FUNCTION_NO_RECEIVER,CX_SY_RFC_ERROR,SAPMSSY0,5,RFC
2026-01-18,19:01:30,prdapp02_PRD_00,ADMIN,300,No,CALL_FUNCTION_RECEIVE_ERROR,CX_SY_RFC_ERROR,SAPMSSY1,7,RFC
2026-01-18,19:03:02,prdapp01_PRD_00,RFC_USER,100,No,CALL_FUNCTION_RECEIVE_ERROR,CX_SY_RFC_ERROR,SAPMSSY1,10,RFC
2026-01-18,19:03:11,prdapp01_PRD_00,MM_USER,200,No,CALL_FUNCTION_NO_RECEIVER,CX_SY_RFC_ERROR,SAPMSSY0,17,RFC
2026-01-18,19:03:39,prdapp02_PRD_00,RFC_USER,100,No,CALL_FUNCTION_NO_RECEIVER,CX_SY_RFC_ERROR,SAPMSSY0,1,RFC
2026-01-18,19:03:48,prdapp02_PRD_00,RFC_USER,300,No,CALL_FUNCTION_NO_RECEIVER,CX_SY_RFC_ERROR,SAPMSSY0,11,RFC
2026-01-18,19:04:01,prdapp02_PRD_00,RFC_USER,200,No,CALL_FUNCTION_NO_RECEIVER,CX_SY_RFC_ERROR,SAPMSSY0,12,RFC
2026-01-18,19:04:14,prdapp01_PRD_00,RFC_USER,300,No,CALL_FUNCTION_NO_RECEIVER,CX_SY_RFC_ERROR,SAPMSSY0,0,RFC
2026-01-18,19:04:17,prdapp02_PRD_00,RFC_USER,100,No,CALL_FUNCTION_REMOTE_ERROR,CX_SY_RFC_ERROR,SAPMSSY1,19,RFC
2026-01-18,19:04:26,prdapp03_PRD_00,ALEREMOTE,200,No,CALL_FUNCTION_NO_RECEIVER,CX_SY_RFC_ERROR,SAPMSSY0,8,RFC
2026-01-18,19:05:18,prdapp01_PRD_00,DDIC,200,No,CALL_FUNCTION_RECEIVE_ERROR,CX_SY_RFC_ERROR,SAPMSSY1,13,RFC
2026-01-18,19:05:22,prdapp03_PRD_00,BATCHUSR,300,No,CALL_FUNCTION_NO_RECEIVER,CX_SY_RFC_ERROR,SAPMSSY0,4,RFC
2026-01-18,19:05:52,prdapp01_PRD_00,RFC_USER,200,No,CALL_FUNCTION_NO_RECEIVER,CX_SY_RFC_ERROR,SAPMSSY0,0,RFC
2026-01-18,19:07:53,prdapp01_PRD_00,ADMIN,300,No,CALL_FUNCTION_RECEIVE_ERROR,CX_SY_RFC_ERROR,SAPMSSY1,17,RFC
2026-01-18,19:08:15,prdapp03_PRD_00,RFC_USER,100,No,CALL_FUNCTION_REMOTE_ERROR,CX_SY_RFC_ERROR,SAPMSSY1,15,RFC
2026-01-18,19:09:09,prdapp01_PRD_00,BATCHUSR,100,No,CALL_FUNCTION_SEND_ERROR,CX_SY_RFC_ERROR,SAPMSSY1,18,RFC
2026-01-18,19:10:32,prdapp01_PRD_00,ALEREMOTE,100,No,CALL_FUNCTION_REMOTE_ERROR,CX_SY_RFC_ERROR,SAPMSSY1,8,RFC
2026-01-18,19:11:04,prdapp03_PRD_00,SAPSYS,200,No,CALL_FUNCTION_NO_RECEIVER,CX_SY_RFC_ERROR,SAPMSSY0,19,RFC
2026-01-18,19:11:25,prdapp01_PRD_00,FI_USER,300,No,CALL_FUNCTION_REMOTE_ERROR,CX_SY_RFC_ERROR,SAPMSSY1,3,RFC
2026-01-18,19:11:46,prdapp02_PRD_00,FI_USER,200,No,CALL_FUNCTION_REMOTE_ERROR,CX_SY_RFC_ERROR,SAPMSSY1,5,RFC
2026-01-18,19:14:34,prdapp01_PRD_00,RFC_USER,200,No,CALL_FUNCTION_REMOTE_ERROR,CX_SY_RFC_ERROR,SAPMSSY1,8,RFC
2026-01-18,19:14:36,prdapp02_PRD_00,BATCHUSR,100,No,CALL_FUNCTION_REMOTE_ERROR,CX_SY_RFC_ERROR,SAPMSSY1,17,RFC
2026-01-18,19:14:51,prdapp03_PRD_00,MM_USER,300,Yes,CALL_FUNCTION_REMOTE_ERROR,CX_SY_RFC_ERROR,SAPMSSY1,10,RFC
2026-01-18,19:15:05,prdapp02_PRD_00,RFC_USER,200,No,CALL_FUNCTION_NO_RECEIVER,CX_SY_RFC_ERROR,SAPMSSY0,17,RFC
