Item,Date,Hour,Server,Category,Percentage_Used[%],Freespace[MB]
/db2/data,2026-02-28,13,prdapp01,Database Data,73.33,279655.22
/db2/log,2026-02-28,13,prdapp03,Database Log,65.99,89155.17
/db2/data,2026-02-28,13,prdapp01,Database Data,37.26,657876.58
/db2/log,2026-02-28,13,prdapp01,Database Log,71.52,74658.61
/db2/data,2026-02-28,13,prdapp03,Database Data,57.41,446588.52
/db2/data,2026-02-28,13,prdapp01,Database Data,68.57,329567.44
/sapmnt,2026-02-28,13,prdapp03,Application Server,55.4,116916.22
/sapmnt,2026-02-28,14,prdapp01,Application Server,53.78,121162.96
/usr/sap/trans,2026-02-28,14,prdapp02,Application Server,45.78,284268.95
/sapmnt,2026-02-28,14,prdapp03,Application Server,36.41,166697.37
/sapmnt,2026-02-28,14,prdapp03,Application Server,62.59,98068.07
/db2/log,2026-02-28,14,prdapp02,Database Log,30.3,182714.37
/sapmnt,2026-02-28,14,prdapp01,Application Server,64.72,92484.4
/db2/log,2026-02-28,14,prdapp03,Database Log,50.42,129971.0
/db2/data,2026-02-28,15,prdapp02,Database Data,47.0,555745.28
/sapmnt,2026-02-28,15,prdapp02,Application Server,36.33,166907.08
/db2/data,2026-02-28,15,prdapp01,Database Data,65.41,362702.44
/db2/log,2026-02-28,15,prdapp01,Database Log,57.07,112538.42
/db2/log,2026-02-28,15,prdapp03,Database Log,48.64,134637.16
/usr/sap/trans,2026-02-28,15,prdapp03,Application Server,69.54,159698.12
/usr/sap/trans,2026-02-28,15,prdapp02,Application Server,45.59,285265.1
/sapmnt,2026-02-28,16,prdapp03,Application Server,70.69,76834.41
/db2/data,2026-02-28,16,prdapp02,Database Data,31.4,719323.14
/usr/sap/trans,2026-02-28,16,prdapp02,Application Server,49.7,263716.86
/db2/data,2026-02-28,16,prdapp03,Database Data,57.09,449943.96
/db2/log,2026-02-28,16,prdapp02,Database Log,68.4,82837.5
/sapmnt,2026-02-28,16,prdapp01,Application Server,62.16,99195.29
/sapmnt,2026-02-28,16,prdapp01,Application Server,60.65,103153.66
/db2/log,2026-02-28,17,prdapp03,Database Log,64.69,92563.05
/db2/data,2026-02-28,17,prdapp03,Database Data,71.4,299892.74
/db2/data,2026-02-28,17,prdapp03,Database Data,49.45,530055.17
/db2/data,2026-02-28,17,prdapp01,Database Data,51.07,513068.24
/db2/log,2026-02-28,17,prdapp02,Database Log,59.56,106011.03
/sapmnt,2026-02-28,17,prdapp02,Application Server,31.8,178782.21
/sapmnt,2026-02-28,17,prdapp02,Application Server,56.86,113088.92
/usr/sap/trans,2026-02-28,18,prdapp01,Application Server,37.32,328623.72
/usr/sap/trans,2026-02-28,18,prdapp01,Application Server,55.39,233884.88
/db2/log,2026-02-28,18,prdapp02,Database Log,30.32,182661.94
/sapmnt,2026-02-28,18,prdapp01,Application Server,40.53,155897.04
/sapmnt,2026-02-28,18,prdapp02,Application Server,44.88,144493.77
/usr/sap/trans,2026-02-28,18,prdapp01,Application Server,42.68,300521.88
/db2/log,2026-02-28,18,prdapp02,Database Log,46.2,141033.47
/sapmnt,2026-02-28,19,prdapp01,Application Server,31.11,180591.0
/usr/sap/trans,2026-02-28,19,prdapp01,Application Server,50.71,258421.56
/db2/log,2026-02-28,19,prdapp01,Database Log,53.56,121739.67
/usr/sap/trans,2026-02-28,19,prdapp02,Application Server,57.81,221197.11
/usr/sap/trans,2026-02-28,19,prdapp01,Application Server,58.28,218732.95
/db2/log,2026-02-28,19,prdapp03,Database Log,31.88,178572.49
/usr/sap/trans,2026-02-28,19,prdapp03,Application Server,37.08,329882.01
/db2/data,2026-02-28,20,prdapp01,Database Data,54.66,475424.36
/db2/log,2026-02-28,20,prdapp02,Database Log,50.71,129210.78
/sapmnt,2026-02-28,20,prdapp03,Application Server,60.76,102865.31
/sapmnt,2026-02-28,20,prdapp02,Application Server,51.57,126956.34
/sapmnt,2026-02-28,20,prdapp03,Application Server,44.25,146145.28
/db2/log,2026-02-28,20,prdapp03,Database Log,64.11,94083.48
/db2/data,2026-02-28,21,prdapp02,Database Data,64.25,374865.92
/usr/sap/trans,2026-02-28,21,prdapp01,Application Server,50.16,261305.14
/usr/sap/trans,2026-02-28,21,prdapp03,Application Server,64.66,185283.38
/sapmnt,2026-02-28,21,prdapp01,Application Server,56.09,115107.43
/usr/sap/trans,2026-02-28,21,prdapp02,Application Server,74.44,134008.01
/db2/log,2026-02-28,21,prdapp01,Database Log,65.52,90387.25
/db2/data,2026-02-28,21,prdapp01,Database Data,39.03,639316.79
/usr/sap/trans,2026-02-28,22,prdapp01,Application Server,33.03,351115.67
/db2/data,2026-02-28,22,prdapp01,Database Data,67.0,346030.08
/db2/data,2026-02-28,22,prdapp02,Database Data,62.87,389336.27
/usr/sap/trans,2026-02-28,22,prdapp03,Application Server,43.85,294387.71
/db2/data,2026-02-28,22,prdapp02,Database Data,47.68,548614.96
/sapmnt,2026-02-28,22,prdapp02,Application Server,33.15,175243.26
/usr/sap/trans,2026-02-28,22,prdapp03,Application Server,32.76,352531.25
/db2/log,2026-02-28,23,prdapp02,Database Log,34.66,171284.89
/usr/sap/trans,2026-02-28,23,prdapp02,Application Server,68.58,164731.29
/sapmnt,2026-02-28,23,prdapp02,Application Server,50.67,129315.64
/db2/data,2026-02-28,23,prdapp02,Database Data,54.99,471964.06
/usr/sap/trans,2026-02-28,23,prdapp01,Application Server,74.63,133011.87
/db2/log,2026-02-28,23,prdapp02,Database Log,56.82,113193.78
/db2/data,2026-02-28,23,prdapp02,Database Data,62.27,395627.72
/usr/sap/trans,2026-03-01,0,prdapp01,Application Server,67.94,168086.73
/db2/log,2026-03-01,0,prdapp03,Database Log,55.39,116942.44
/db2/log,2026-03-01,0,prdapp01,Database Log,68.42,82785.08
/sapmnt,2026-03-01,0,prdapp01,Application Server,70.99,76047.97
/sapmnt,2026-03-01,0,prdapp01,Application Server,61.09,102000.23
/usr/sap/trans,2026-03-01,0,prdapp01,Application Server,54.56,238236.47
/sapmnt,2026-03-01,0,prdapp03,Application Server,52.65,124125.18
/db2/log,2026-03-01,1,prdapp01,Database Log,34.78,170970.32
/db2/data,2026-03-01,1,prdapp02,Database Data,61.68,401814.32
/usr/sap/trans,2026-03-01,1,prdapp03,Application Server,62.81,194982.71
/db2/data,2026-03-01,1,prdapp02,Database Data,64.61,371091.05
/db2/data,2026-03-01,1,prdapp02,Database Data,31.53,717959.99
/db2/log,2026-03-01,1,prdapp03,Database Log,35.51,169056.67
/db2/log,2026-03-01,1,prdapp01,Database Log,35.78,168348.88
/db2/data,2026-03-01,2,prdapp02,Database Data,68.42,331140.3
/db2/data,2026-03-01,2,prdapp02,Database Data,71.62,297585.87
/usr/sap/trans,2026-03-01,2,prdapp01,Application Server,48.11,272053.04
/usr/sap/trans,2026-03-01,2,prdapp01,Application Server,69.82,158230.12
/sapmnt,2026-03-01,2,prdapp03,Application Server,73.61,69179.8
/usr/sap/trans,2026-03-01,2,prdapp01,Application Server,33.81,347026.23
/sapmnt,2026-03-01,2,prdapp02,Application Server,49.46,132487.58
/db2/log,2026-03-01,3,prdapp02,Database Log,44.44,145647.21
/usr/sap/trans,2026-03-01,3,prdapp02,Application Server,96.83,16619.93
/db2/data,2026-03-01,3,prdapp01,Database Data,57.77,442813.64
/db2/data,2026-03-01,3,prdapp02,Database Data,41.85,609746.94
/db2/data,2026-03-01,3,prdapp03,Database Data,44.98,576926.52
/db2/log,2026-03-01,3,prdapp01,Database Log,49.95,131203.07
/db2/data,2026-03-01,3,prdapp02,Database Data,31.77,715443.4
/usr/sap/trans,2026-03-01,4,prdapp03,Application Server,93.63,33397.15
/db2/log,2026-03-01,4,prdapp02,Database Log,43.11,149133.72
/db2/data,2026-03-01,4,prdapp02,Database Data,49.78,526594.87
/usr/sap/trans,2026-03-01,4,prdapp01,Application Server,92.31,40317.75
/sapmnt,2026-03-01,4,prdapp03,Application Server,66.82,86979.38
/db2/data,2026-03-01,4,prdapp02,Database Data,43.48,592655.16
/usr/sap/trans,2026-03-01,4,prdapp03,Application Server,91.28,45717.91
/db2/data,2026-03-01,5,prdapp03,Database Data,73.42,278711.5
/db2/data,2026-03-01,5,prdapp01,Database Data,73.74,275356.06
/db2/data,2026-03-01,5,prdapp02,Database Data,35.88,672346.93
/sapmnt,2026-03-01,5,prdapp02,Application Server,46.92,139146.04
/db2/log,2026-03-01,5,prdapp01,Database Log,38.73,160615.63
/db2/log,2026-03-01,5,prdapp03,Database Log,72.11,73111.96
/db2/data,2026-03-01,5,prdapp03,Database Data,47.27,552914.12
/db2/data,2026-03-01,6,prdapp03,Database Data,55.03,471544.63
/usr/sap/trans,2026-03-01,6,prdapp02,Application Server,97.6,12582.91
/db2/log,2026-03-01,6,prdapp01,Database Log,33.83,173460.68
/sapmnt,2026-03-01,6,prdapp02,Application Server,54.48,119327.95
/db2/log,2026-03-01,6,prdapp03,Database Log,43.82,147272.5
/db2/log,2026-03-01,6,prdapp01,Database Log,48.61,134715.8
/db2/data,2026-03-01,6,prdapp03,Database Data,43.87,588565.71
/db2/data,2026-03-01,7,prdapp01,Database Data,43.01,597583.46
/usr/sap/trans,2026-03-01,7,prdapp03,Application Server,45.48,285841.82
/db2/data,2026-03-01,7,prdapp01,Database Data,41.07,617925.84
/sapmnt,2026-03-01,7,prdapp01,Application Server,45.86,141924.76
/db2/data,2026-03-01,7,prdapp01,Database Data,69.27,322227.4
/sapmnt,2026-03-01,7,prdapp03,Application Server,57.47,111489.84
/db2/data,2026-03-01,8,prdapp01,Database Data,53.79,484546.97
/db2/data,2026-03-01,8,prdapp02,Database Data,44.72,579652.81
/sapmnt,2026-03-01,8,prdapp02,Application Server,56.86,113088.92
/usr/sap/trans,2026-03-01,8,prdapp03,Application Server,68.41,165622.58
/db2/log,2026-03-01,8,prdapp03,Database Log,69.55,79822.85
/usr/sap/trans,2026-03-01,8,prdapp01,Application Server,45.44,286051.53
/usr/sap/trans,2026-03-01,8,prdapp02,Application Server,67.73,169187.74
/db2/log,2026-03-01,9,prdapp03,Database Log,71.1,75759.62
/sapmnt,2026-03-01,9,prdapp03,Application Server,55.84,115762.79
/db2/log,2026-03-01,9,prdapp02,Database Log,64.51,93034.91
/usr/sap/trans,2026-03-01,9,prdapp01,Application Server,70.45,154927.1
/db2/log,2026-03-01,9,prdapp03,Database Log,60.8,102760.45
/db2/data,2026-03-01,9,prdapp03,Database Data,55.77,463785.16
/usr/sap/trans,2026-03-01,9,prdapp01,Application Server,56.11,230110.0
/sapmnt,2026-03-01,10,prdapp01,Application Server,38.94,160065.13
/usr/sap/trans,2026-03-01,10,prdapp03,Application Server,56.63,227383.71
/usr/sap/trans,2026-03-01,10,prdapp01,Application Server,45.95,283377.66
/db2/data,2026-03-01,10,prdapp01,Database Data,57.11,449734.25
/usr/sap/trans,2026-03-01,10,prdapp03,Application Server,54.78,237083.03
/db2/data,2026-03-01,10,prdapp02,Database Data,67.39,341940.63
/usr/sap/trans,2026-03-01,10,prdapp03,Application Server,73.95,136577.02
/db2/log,2026-03-01,11,prdapp01,Database Log,55.08,117755.08
/db2/log,2026-03-01,11,prdapp03,Database Log,48.45,135135.23
/sapmnt,2026-03-01,11,prdapp01,Application Server,62.74,97674.85
/sapmnt,2026-03-01,11,prdapp03,Application Server,53.29,122447.46
/usr/sap/trans,2026-03-01,11,prdapp02,Application Server,55.08,235510.17
/usr/sap/trans,2026-03-01,11,prdapp03,Application Server,73.85,137101.31
/usr/sap/trans,2026-03-01,11,prdapp02,Application Server,52.61,248460.08
/db2/log,2026-03-01,12,prdapp02,Database Log,69.18,80792.78
/db2/data,2026-03-01,12,prdapp02,Database Data,57.71,443442.79
/sapmnt,2026-03-01,12,prdapp03,Application Server,61.16,101816.73
/sapmnt,2026-03-01,12,prdapp01,Application Server,68.18,83414.22
/sapmnt,2026-03-01,12,prdapp02,Application Server,53.45,122028.03
/sapmnt,2026-03-01,12,prdapp03,Application Server,34.48,171756.75
/db2/data,2026-03-01,12,prdapp03,Database Data,59.77,421842.12
/usr/sap/trans,2026-03-01,13,prdapp02,Application Server,74.16,135476.02
/db2/log,2026-03-01,13,prdapp03,Database Log,43.27,148714.29
/db2/data,2026-03-01,13,prdapp01,Database Data,59.2,427819.01
/sapmnt,2026-03-01,13,prdapp01,Application Server,49.36,132749.72
/usr/sap/trans,2026-03-01,13,prdapp02,Application Server,37.37,328361.57
/usr/sap/trans,2026-03-01,13,prdapp02,Application Server,56.27,229271.14
/db2/log,2026-03-01,13,prdapp03,Database Log,46.49,140273.25
/db2/data,2026-03-01,14,prdapp01,Database Data,70.92,304925.9
/sapmnt,2026-03-01,14,prdapp02,Application Server,71.46,74815.9
/usr/sap/trans,2026-03-01,14,prdapp02,Application Server,35.91,336016.18
/usr/sap/trans,2026-03-01,14,prdapp01,Application Server,49.16,266548.02
/db2/log,2026-03-01,14,prdapp01,Database Log,74.84,65955.43
/usr/sap/trans,2026-03-01,14,prdapp02,Application Server,53.61,243217.2
/sapmnt,2026-03-01,14,prdapp01,Application Server,48.81,134191.51
/usr/sap/trans,2026-03-01,15,prdapp03,Application Server,72.93,141924.76
/usr/sap/trans,2026-03-01,15,prdapp02,Application Server,51.74,253021.39
/db2/data,2026-03-01,15,prdapp02,Database Data,66.38,352531.25
/db2/log,2026-03-01,15,prdapp02,Database Log,30.87,181220.15
/sapmnt,2026-03-01,15,prdapp02,Application Server,45.72,142291.76
/sapmnt,2026-03-01,15,prdapp01,Application Server,61.25,101580.8
/usr/sap/trans,2026-03-01,15,prdapp01,Application Server,46.28,281647.51
/usr/sap/trans,2026-03-01,16,prdapp02,Application Server,51.57,253912.68
/db2/data,2026-03-01,16,prdapp03,Database Data,51.76,505833.06
/usr/sap/trans,2026-03-01,16,prdapp02,Application Server,56.38,228694.43
/usr/sap/trans,2026-03-01,16,prdapp01,Application Server,63.58,190945.69
/db2/log,2026-03-01,16,prdapp02,Database Log,46.82,139408.18
/db2/data,2026-03-01,16,prdapp03,Database Data,32.22,710724.81
/db2/log,2026-03-01,16,prdapp03,Database Log,56.81,113219.99
/sapmnt,2026-03-01,17,prdapp03,Application Server,50.83,128896.2
/sapmnt,2026-03-01,17,prdapp01,Application Server,57.45,111542.27
/db2/log,2026-03-01,17,prdapp01,Database Log,68.5,82575.36
/db2/data,2026-03-01,17,prdapp03,Database Data,34.68,684929.84
/sapmnt,2026-03-01,17,prdapp01,Application Server,57.4,111673.34
/db2/data,2026-03-01,17,prdapp03,Database Data,46.48,561197.88
/sapmnt,2026-03-01,18,prdapp02,Application Server,60.6,103284.74
/sapmnt,2026-03-01,18,prdapp01,Application Server,39.35,158990.34
/sapmnt,2026-03-01,18,prdapp03,Application Server,55.46,116758.94
/usr/sap/trans,2026-03-01,18,prdapp01,Application Server,40.14,313838.8
/db2/data,2026-03-01,18,prdapp01,Database Data,66.53,350958.39
/db2/data,2026-03-01,18,prdapp02,Database Data,44.5,581959.68
/sapmnt,2026-03-01,18,prdapp01,Application Server,50.76,129079.71
/db2/log,2026-03-01,19,prdapp01,Database Log,40.46,156080.54
/db2/data,2026-03-01,19,prdapp02,Database Data,71.0,304087.04
/sapmnt,2026-03-01,19,prdapp01,Application Server,55.08,117755.08
/sapmnt,2026-03-01,19,prdapp03,Application Server,72.77,71381.81
/db2/data,2026-03-01,19,prdapp01,Database Data,54.0,482344.96
/sapmnt,2026-03-01,19,prdapp01,Application Server,47.3,138149.89
/sapmnt,2026-03-01,19,prdapp01,Application Server,54.72,118698.8
/usr/sap/trans,2026-03-01,20,prdapp01,Application Server,56.69,227069.13
/db2/log,2026-03-01,20,prdapp03,Database Log,40.01,157260.19
/db2/log,2026-03-01,20,prdapp01,Database Log,63.8,94896.13
/db2/data,2026-03-01,20,prdapp03,Database Data,55.92,462212.3
/usr/sap/trans,2026-03-01,20,prdapp01,Application Server,70.79,153144.52
/db2/log,2026-03-01,20,prdapp03,Database Log,31.59,179332.71
/db2/log,2026-03-01,20,prdapp01,Database Log,54.36,119642.52
/db2/log,2026-03-01,21,prdapp03,Database Log,30.13,183160.01
/usr/sap/trans,2026-03-01,21,prdapp01,Application Server,55.23,234723.74
/usr/sap/trans,2026-03-01,21,prdapp03,Application Server,47.85,273416.19
/db2/data,2026-03-01,21,prdapp01,Database Data,64.26,374761.06
/sapmnt,2026-03-01,21,prdapp02,Application Server,32.86,176003.48
/sapmnt,2026-03-01,21,prdapp02,Application Server,47.72,137048.88
/db2/log,2026-03-01,21,prdapp02,Database Log,37.02,165098.29
/usr/sap/trans,2026-03-01,22,prdapp03,Application Server,68.66,164311.86
/db2/data,2026-03-01,22,prdapp03,Database Data,57.56,445015.65
/usr/sap/trans,2026-03-01,22,prdapp03,Application Server,66.04,178048.2
/db2/data,2026-03-01,22,prdapp01,Database Data,73.02,282905.8
/db2/log,2026-03-01,22,prdapp03,Database Log,61.36,101292.44
/sapmnt,2026-03-01,22,prdapp02,Application Server,59.75,105512.96
/sapmnt,2026-03-01,22,prdapp02,Application Server,39.2,159383.55
/usr/sap/trans,2026-03-01,23,prdapp03,Application Server,50.3,260571.14
/usr/sap/trans,2026-03-01,23,prdapp01,Application Server,63.56,191050.55
/db2/log,2026-03-01,23,prdapp02,Database Log,71.74,74081.89
/usr/sap/trans,2026-03-01,23,prdapp01,Application Server,42.79,299945.16
/db2/data,2026-03-01,23,prdapp02,Database Data,54.96,472278.63
/usr/sap/trans,2026-03-01,23,prdapp01,Application Server,56.96,225653.56
/sapmnt,2026-03-01,23,prdapp01,Application Server,52.81,123705.75
/db2/log,2026-03-02,0,prdapp01,Database Log,32.89,175924.84
/db2/log,2026-03-02,0,prdapp01,Database Log,57.25,112066.56
/db2/data,2026-03-02,0,prdapp01,Database Data,66.13,355152.69
/db2/data,2026-03-02,0,prdapp02,Database Data,53.53,487273.27
/sapmnt,2026-03-02,0,prdapp03,Application Server,60.0,104857.6
/sapmnt,2026-03-02,0,prdapp02,Application Server,65.19,91252.33
/db2/log,2026-03-02,0,prdapp01,Database Log,69.55,79822.85
/usr/sap/trans,2026-03-02,1,prdapp03,Application Server,56.43,228432.28
/db2/log,2026-03-02,1,prdapp02,Database Log,71.51,74684.83
/usr/sap/trans,2026-03-02,1,prdapp03,Application Server,38.44,322751.69
/db2/data,2026-03-02,1,prdapp03,Database Data,53.93,483078.96
/sapmnt,2026-03-02,1,prdapp01,Application Server,62.56,98146.71
/db2/data,2026-03-02,1,prdapp01,Database Data,36.75,663224.32
/usr/sap/trans,2026-03-02,1,prdapp03,Application Server,60.82,205416.04
/db2/data,2026-03-02,2,prdapp03,Database Data,51.32,510446.8
/db2/data,2026-03-02,2,prdapp01,Database Data,51.55,508035.07
/sapmnt,2026-03-02,2,prdapp02,Application Server,69.38,80268.49
/db2/log,2026-03-02,2,prdapp01,Database Log,65.42,90649.4
/db2/log,2026-03-02,2,prdapp02,Database Log,37.01,165124.51
/sapmnt,2026-03-02,2,prdapp01,Application Server,43.36,148478.36
/db2/data,2026-03-02,2,prdapp01,Database Data,52.2,501219.33
/usr/sap/trans,2026-03-02,3,prdapp01,Application Server,35.68,337222.04
/db2/log,2026-03-02,3,prdapp03,Database Log,40.5,155975.68
/db2/data,2026-03-02,3,prdapp03,Database Data,49.97,524602.57
/sapmnt,2026-03-02,3,prdapp01,Application Server,46.3,140771.33
/usr/sap/trans,2026-03-02,3,prdapp03,Application Server,68.35,165937.15
/sapmnt,2026-03-02,3,prdapp01,Application Server,42.16,151624.09
/db2/log,2026-03-02,3,prdapp02,Database Log,63.69,95184.49
/db2/data,2026-03-02,4,prdapp02,Database Data,53.88,483603.25
/sapmnt,2026-03-02,4,prdapp03,Application Server,59.18,107007.18
/db2/data,2026-03-02,4,prdapp03,Database Data,45.86,567699.05
/db2/log,2026-03-02,4,prdapp02,Database Log,50.91,128686.49
/db2/data,2026-03-02,4,prdapp01,Database Data,43.63,591082.29
/sapmnt,2026-03-02,4,prdapp01,Application Server,45.79,142108.26
/usr/sap/trans,2026-03-02,5,prdapp01,Application Server,50.63,258840.99
/db2/log,2026-03-02,5,prdapp03,Database Log,38.91,160143.77
/db2/data,2026-03-02,5,prdapp01,Database Data,59.32,426560.72
/db2/log,2026-03-02,5,prdapp02,Database Log,46.86,139303.32
/db2/data,2026-03-02,5,prdapp03,Database Data,57.26,448161.38
/db2/log,2026-03-02,5,prdapp02,Database Log,30.6,181927.94
/sapmnt,2026-03-02,5,prdapp03,Application Server,66.17,88683.32
/db2/data,2026-03-02,6,prdapp02,Database Data,73.57,277138.64
/usr/sap/trans,2026-03-02,6,prdapp01,Application Server,46.81,278868.79
/db2/log,2026-03-02,6,prdapp03,Database Log,39.9,157548.54
/usr/sap/trans,2026-03-02,6,prdapp03,Application Server,45.68,284793.24
/db2/log,2026-03-02,6,prdapp03,Database Log,56.02,115290.93
/sapmnt,2026-03-02,6,prdapp03,Application Server,59.45,106299.39
/db2/data,2026-03-02,6,prdapp03,Database Data,65.67,359976.14
/db2/log,2026-03-02,7,prdapp01,Database Log,72.5,72089.6
/sapmnt,2026-03-02,7,prdapp01,Application Server,56.89,113010.28
/sapmnt,2026-03-02,7,prdapp03,Application Server,65.96,89233.82
/db2/log,2026-03-02,7,prdapp01,Database Log,56.59,113796.71
/usr/sap/trans,2026-03-02,7,prdapp01,Application Server,42.61,300888.88
/db2/data,2026-03-02,7,prdapp03,Database Data,74.01,272524.9
/usr/sap/trans,2026-03-02,7,prdapp03,Application Server,56.29,229166.28
/usr/sap/trans,2026-03-02,8,prdapp01,Application Server,30.91,362230.58
/usr/sap/trans,2026-03-02,8,prdapp01,Application Server,73.63,138254.75
/db2/data,2026-03-02,8,prdapp02,Database Data,70.04,314153.37
/sapmnt,2026-03-02,8,prdapp01,Application Server,63.28,96259.28
/db2/data,2026-03-02,8,prdapp02,Database Data,63.05,387448.83
/db2/log,2026-03-02,8,prdapp02,Database Log,33.1,175374.34
/db2/log,2026-03-02,8,prdapp01,Database Log,35.94,167929.45
/db2/log,2026-03-02,9,prdapp01,Database Log,42.95,149553.15
/sapmnt,2026-03-02,9,prdapp01,Application Server,50.72,129184.56
/db2/log,2026-03-02,9,prdapp02,Database Log,46.82,139408.18
/db2/data,2026-03-02,9,prdapp02,Database Data,46.83,557527.86
/usr/sap/trans,2026-03-02,9,prdapp03,Application Server,52.35,249823.23
/usr/sap/trans,2026-03-02,9,prdapp01,Application Server,39.24,318557.39
/usr/sap/trans,2026-03-02,9,prdapp03,Application Server,66.67,174745.19
/sapmnt,2026-03-02,10,prdapp03,Application Server,52.57,124334.9
/usr/sap/trans,2026-03-02,10,prdapp01,Application Server,40.76,310588.21
/usr/sap/trans,2026-03-02,10,prdapp03,Application Server,41.81,305083.19
/sapmnt,2026-03-02,10,prdapp02,Application Server,31.97,178336.56
/usr/sap/trans,2026-03-02,10,prdapp03,Application Server,52.71,247935.8
/sapmnt,2026-03-02,10,prdapp02,Application Server,31.11,180591.0
/sapmnt,2026-03-02,10,prdapp02,Application Server,51.93,126012.62
/db2/log,2026-03-02,11,prdapp01,Database Log,55.72,116077.36
/db2/log,2026-03-02,11,prdapp03,Database Log,62.35,98697.22
/db2/log,2026-03-02,11,prdapp03,Database Log,72.49,72115.81
/db2/log,2026-03-02,11,prdapp03,Database Log,71.59,74475.11
/usr/sap/trans,2026-03-02,11,prdapp01,Application Server,41.66,305869.62
/sapmnt,2026-03-02,11,prdapp03,Application Server,59.73,105565.39
/usr/sap/trans,2026-03-02,11,prdapp03,Application Server,41.36,307442.48
/db2/log,2026-03-02,12,prdapp02,Database Log,54.3,119799.81
/sapmnt,2026-03-02,12,prdapp03,Application Server,68.95,81395.71
/db2/data,2026-03-02,12,prdapp03,Database Data,47.49,550607.26
/sapmnt,2026-03-02,12,prdapp01,Application Server,49.75,131727.36
/db2/log,2026-03-02,12,prdapp01,Database Log,36.64,166094.44
/sapmnt,2026-03-02,12,prdapp03,Application Server,41.31,153852.31
/usr/sap/trans,2026-03-02,12,prdapp01,Application Server,69.04,162319.56
/db2/data,2026-03-02,13,prdapp01,Database Data,39.22,637324.49
/db2/data,2026-03-02,13,prdapp01,Database Data,54.87,473222.35
/db2/log,2026-03-02,13,prdapp01,Database Log,68.48,82627.79
/sapmnt,2026-03-02,13,prdapp02,Application Server,62.45,98435.07
/db2/data,2026-03-02,13,prdapp03,Database Data,60.35,415760.38
/usr/sap/trans,2026-03-02,13,prdapp03,Application Server,73.4,139460.61
/sapmnt,2026-03-02,13,prdapp03,Application Server,55.66,116234.65
/sapmnt,2026-03-02,14,prdapp01,Application Server,43.86,147167.64
/db2/data,2026-03-02,14,prdapp02,Database Data,45.44,572103.07
/sapmnt,2026-03-02,14,prdapp01,Application Server,33.23,175033.55
/db2/log,2026-03-02,14,prdapp03,Database Log,51.19,127952.49
/db2/data,2026-03-02,14,prdapp01,Database Data,71.44,299473.31
/sapmnt,2026-03-02,14,prdapp03,Application Server,60.34,103966.31
/db2/log,2026-03-02,14,prdapp01,Database Log,32.86,176003.48
/sapmnt,2026-03-02,15,prdapp03,Application Server,36.36,166828.44
/db2/log,2026-03-02,15,prdapp03,Database Log,36.09,167536.23
/db2/data,2026-03-02,15,prdapp02,Database Data,61.08,408105.78
/usr/sap/trans,2026-03-02,15,prdapp03,Application Server,46.91,278344.5
/sapmnt,2026-03-02,15,prdapp01,Application Server,39.13,159567.05
/db2/data,2026-03-02,15,prdapp03,Database Data,69.17,323275.98
/sapmnt,2026-03-02,16,prdapp03,Application Server,61.42,101135.16
/db2/log,2026-03-02,16,prdapp03,Database Log,40.64,155608.68
/db2/log,2026-03-02,16,prdapp02,Database Log,42.99,149448.29
/usr/sap/trans,2026-03-02,16,prdapp03,Application Server,44.59,290507.98
/db2/log,2026-03-02,16,prdapp03,Database Log,54.07,120402.74
/db2/data,2026-03-02,16,prdapp03,Database Data,61.09,408000.92
/db2/data,2026-03-02,16,prdapp02,Database Data,45.19,574724.51
/db2/log,2026-03-02,17,prdapp03,Database Log,40.35,156368.9
/db2/data,2026-03-02,17,prdapp02,Database Data,35.27,678743.24
/usr/sap/trans,2026-03-02,17,prdapp02,Application Server,70.13,156604.83
/sapmnt,2026-03-02,17,prdapp02,Application Server,74.73,66243.79
/db2/log,2026-03-02,17,prdapp01,Database Log,64.43,93244.62
/db2/log,2026-03-02,17,prdapp01,Database Log,30.34,182609.51
/usr/sap/trans,2026-03-02,17,prdapp03,Application Server,51.66,253440.82
/db2/log,2026-03-02,18,prdapp02,Database Log,33.73,173722.83
/db2/log,2026-03-02,18,prdapp01,Database Log,53.05,123076.61
/db2/data,2026-03-02,18,prdapp02,Database Data,32.19,711039.39
/db2/data,2026-03-02,18,prdapp02,Database Data,50.3,521142.27
/db2/log,2026-03-02,18,prdapp01,Database Log,63.9,94633.98
/db2/log,2026-03-02,18,prdapp02,Database Log,74.21,67606.94
/usr/sap/trans,2026-03-02,18,prdapp02,Application Server,59.28,213490.07
/db2/log,2026-03-02,19,prdapp01,Database Log,34.17,172569.4
/sapmnt,2026-03-02,19,prdapp02,Application Server,38.54,161113.7
/db2/log,2026-03-02,19,prdapp01,Database Log,73.62,69153.59
/usr/sap/trans,2026-03-02,19,prdapp02,Application Server,60.27,208299.62
/usr/sap/trans,2026-03-02,19,prdapp01,Application Server,60.67,206202.47
/usr/sap/trans,2026-03-02,19,prdapp03,Application Server,59.06,214643.51
/db2/data,2026-03-02,19,prdapp03,Database Data,55.12,470600.91
/db2/data,2026-03-02,20,prdapp03,Database Data,70.17,312790.22
/db2/log,2026-03-02,20,prdapp01,Database Log,37.19,164652.65
/usr/sap/trans,2026-03-02,20,prdapp01,Application Server,73.65,138149.89
/db2/log,2026-03-02,20,prdapp03,Database Log,48.91,133929.37
/db2/log,2026-03-02,20,prdapp02,Database Log,72.53,72010.96
