Date,Hour,5minLoadAverage[QL],User Utilization[%],System Utilization[%],Idle[%],Idle True[%],Number of CPUs
2026-01-21,8,0.91,14.86,-8.22,93.36,92.97,16
2026-01-21,8,4.21,3.56,25.16,71.28,70.53,16
2026-01-21,8,1.54,18.61,-9.7,91.09,90.5,16
2026-01-21,8,1.97,5.81,7.54,86.65,85.07,16
2026-01-21,8,3.59,4.4,23.1,72.5,72.49,16
2026-01-21,8,5.56,16.42,13.57,70.01,69.9,16
2026-01-21,9,1.38,7.54,1.86,90.6,89.68,16
2026-01-21,9,1.24,13.42,-4.34,90.92,89.23,16
2026-01-21,9,3.28,5.68,12.76,81.56,81.32,16
2026-01-21,9,2.5,6.8,10.33,82.87,82.04,16
2026-01-21,9,3.19,5.77,14.4,79.83,78.77,16
2026-01-21,9,3.17,8.21,10.48,81.31,81.23,16
2026-01-21,9,1.72,18.82,-9.19,90.37,89.32,16
2026-01-21,10,1.39,6.58,2.24,91.18,90.57,16
2026-01-21,10,2.29,4.0,8.42,87.58,85.89,16
2026-01-21,10,4.58,5.14,21.17,73.69,73.69,16
2026-01-21,10,3.29,8.44,14.5,77.06,76.03,16
2026-01-21,10,3.07,18.81,-0.85,82.04,81.07,16
2026-01-21,10,2.29,8.14,5.07,86.79,86.32,16
2026-01-21,10,1.16,9.19,-1.58,92.39,91.75,16
2026-01-21,11,3.83,17.3,4.07,78.63,77.13,16
2026-01-21,11,3.85,10.88,9.38,79.74,79.44,16
2026-01-21,11,1.88,10.64,-0.23,89.59,89.34,16
2026-01-21,11,2.15,14.19,-2.82,88.63,88.11,16
2026-01-21,11,2.06,6.13,5.08,88.79,88.56,16
2026-01-21,11,4.77,4.58,21.32,74.1,72.99,16
2026-01-21,11,3.48,5.39,16.25,78.36,76.86,16
2026-01-21,12,2.46,6.44,11.18,82.38,81.19,16
2026-01-21,12,4.35,9.13,19.91,70.96,69.55,16
2026-01-21,12,2.6,4.78,9.85,85.37,84.24,16
2026-01-21,12,0.99,5.51,0.26,94.23,92.73,16
2026-01-21,12,1.31,7.65,0.91,91.44,90.97,16
2026-01-21,12,2.36,18.75,-1.97,83.22,82.54,16
2026-01-21,12,2.04,3.67,7.09,89.24,88.76,16
2026-01-21,13,2.39,19.95,-4.72,84.77,83.57,16
2026-01-21,13,4.34,13.02,9.87,77.11,75.6,16
2026-01-21,13,4.48,10.09,18.34,71.57,71.33,16
2026-01-21,13,1.43,18.69,-10.8,92.11,91.32,16
2026-01-21,13,4.46,18.16,6.27,75.57,74.46,16
2026-01-21,13,1.47,12.85,-3.27,90.42,89.82,16
2026-01-21,13,5.4,6.77,23.12,70.11,69.03,16
2026-01-21,14,3.19,3.81,20.22,75.97,74.45,16
2026-01-21,14,1.87,18.29,-8.37,90.08,89.24,16
2026-01-21,14,5.24,15.46,14.13,70.41,70.22,16
2026-01-21,14,1.65,14.28,-3.98,89.7,89.29,16
2026-01-21,14,2.76,12.39,3.11,84.5,83.71,16
2026-01-21,14,1.5,9.61,-0.99,91.38,91.24,16
2026-01-21,14,3.98,3.24,22.33,74.43,73.92,16
2026-01-21,15,2.93,11.16,10.62,78.22,77.04,16
2026-01-21,15,0.99,5.87,0.85,93.28,92.78,16
2026-01-21,15,4.12,10.25,13.32,76.43,75.15,16
2026-01-21,15,4.02,7.91,13.05,79.04,78.67,16
2026-01-21,15,1.75,4.3,8.41,87.29,86.66,16
2026-01-21,15,3.56,19.21,7.75,73.04,72.95,16
2026-01-21,15,1.5,7.59,3.15,89.26,88.83,16
2026-01-21,16,1.97,11.51,-0.63,89.12,87.94,16
2026-01-21,16,2.78,11.18,5.46,83.36,82.54,16
2026-01-21,16,1.44,4.56,5.8,89.64,88.49,16
2026-01-21,16,1.27,7.25,2.58,90.17,89.35,16
2026-01-21,16,0.95,16.49,-9.34,92.85,92.49,16
2026-01-21,16,5.12,5.73,22.68,71.59,70.37,16
2026-01-21,16,2.8,18.72,-2.09,83.37,82.5,16
2026-01-21,17,15.52,85.85,13.85,0.3,0.3,16
2026-01-21,17,12.75,78.05,13.88,8.07,7.89,16
2026-01-21,17,16.19,81.73,12.06,6.21,5.89,16
2026-01-21,17,16.94,86.69,3.55,9.76,9.51,16
2026-01-21,17,13.7,79.16,13.03,7.81,7.46,16
2026-01-21,17,13.49,70.73,25.58,3.69,3.65,16
2026-01-21,17,14.32,83.29,11.0,5.71,5.15,16
2026-01-21,18,14.31,70.15,26.46,3.39,3.31,16
2026-01-21,18,15.38,71.92,23.45,4.63,4.23,16
2026-01-21,18,15.09,79.47,12.87,7.66,7.35,16
2026-01-21,18,17.0,72.4,22.08,5.52,5.39,16
2026-01-21,18,14.96,74.92,17.22,7.86,7.58,16
2026-01-21,18,18.01,72.13,23.61,4.26,3.85,16
2026-01-21,18,16.82,83.92,9.43,6.65,6.65,16
2026-01-21,19,17.17,86.99,3.02,9.99,9.27,16
2026-01-21,19,15.82,79.97,10.28,9.75,9.13,16
2026-01-21,19,13.41,75.7,20.23,4.07,3.67,16
2026-01-21,19,16.48,80.5,18.57,0.93,0.85,16
2026-01-21,19,17.54,89.49,9.51,1.0,0.91,16
2026-01-21,19,16.0,81.53,15.29,3.18,2.9,16
2026-01-21,20,4.95,8.3,19.73,71.97,70.6,16
2026-01-21,20,1.93,4.35,6.78,88.87,88.72,16
2026-01-21,20,1.23,12.28,-5.66,93.38,93.14,16
2026-01-21,20,2.54,9.86,3.69,86.45,84.89,16
2026-01-21,20,3.32,4.58,17.62,77.8,77.61,16
2026-01-21,20,2.16,4.6,6.87,88.53,87.0,16
2026-01-21,20,5.38,3.72,26.18,70.1,69.95,16
2026-01-21,21,3.73,5.7,14.15,80.15,78.72,16
2026-01-21,21,1.07,8.68,-1.06,92.38,90.99,16
2026-01-21,21,1.27,4.77,2.28,92.95,92.39,16
2026-01-21,21,3.2,5.15,13.09,81.76,81.32,16
2026-01-21,21,1.46,7.06,2.39,90.55,89.97,16
2026-01-21,21,2.26,12.8,0.16,87.04,86.82,16
2026-01-21,21,1.39,7.04,1.91,91.05,90.13,16
2026-01-21,22,2.15,17.03,-2.36,85.33,84.29,16
2026-01-21,22,4.39,10.0,16.59,73.41,73.37,16
2026-01-21,22,4.03,18.12,5.15,76.73,76.14,16
2026-01-21,22,3.2,3.02,20.61,76.37,75.77,16
2026-01-21,22,2.51,14.75,0.48,84.77,84.34,16
2026-01-21,22,1.39,19.44,-9.8,90.36,89.6,16
2026-01-21,22,1.6,7.25,4.97,87.78,86.43,16
2026-01-21,23,4.11,19.41,8.79,71.8,70.93,16
2026-01-21,23,3.67,6.57,20.61,72.82,71.37,16
2026-01-21,23,1.97,8.8,3.79,87.41,86.38,16
2026-01-21,23,3.99,5.1,21.23,73.67,73.15,16
2026-01-21,23,0.81,11.82,-6.25,94.43,93.26,16
2026-01-21,23,2.05,5.48,7.94,86.58,86.33,16
2026-01-21,23,3.63,19.1,6.2,74.7,74.2,16
2026-01-22,0,2.28,3.83,13.95,82.22,81.03,16
2026-01-22,0,2.43,18.11,0.3,81.59,80.06,16
2026-01-22,0,3.42,10.03,8.5,81.47,80.31,16
2026-01-22,0,3.41,10.24,16.24,73.52,72.46,16
2026-01-22,0,1.56,12.97,-2.61,89.64,88.8,16
2026-01-22,0,2.02,14.7,-0.81,86.11,85.16,16
2026-01-22,0,2.57,5.73,12.35,81.92,80.92,16
2026-01-22,1,1.17,6.99,0.39,92.62,90.8,16
2026-01-22,1,4.61,11.66,12.87,75.47,75.39,16
2026-01-22,1,4.69,11.87,15.38,72.75,72.34,16
2026-01-22,1,4.08,16.59,6.61,76.8,76.28,16
2026-01-22,1,4.23,18.04,11.45,70.51,69.9,16
2026-01-22,1,3.92,15.88,7.05,77.07,76.78,16
2026-01-22,1,2.61,16.58,-0.48,83.9,83.25,16
2026-01-22,2,3.5,11.98,13.45,74.57,73.82,16
2026-01-22,2,4.57,16.08,13.43,70.49,70.16,16
2026-01-22,2,3.75,6.19,15.28,78.53,77.71,16
2026-01-22,2,1.74,14.83,-2.85,88.02,87.01,16
2026-01-22,2,4.16,17.31,7.7,74.99,74.09,16
2026-01-22,2,2.23,11.02,4.88,84.1,82.58,16
2026-01-22,2,3.78,8.71,15.17,76.12,74.67,16
2026-01-22,3,4.54,6.87,17.1,76.03,75.02,16
2026-01-22,3,4.05,12.61,16.98,70.41,69.11,16
2026-01-22,3,3.2,10.94,8.79,80.27,78.74,16
2026-01-22,3,1.88,19.83,-8.3,88.47,86.88,16
2026-01-22,3,1.83,6.65,5.39,87.96,86.59,16
2026-01-22,3,3.95,12.99,16.09,70.92,69.52,16
2026-01-22,3,3.25,10.65,12.34,77.01,76.38,16
2026-01-22,4,3.86,5.02,16.46,78.52,77.32,16
2026-01-22,4,1.81,13.69,-3.47,89.78,88.95,16
2026-01-22,4,4.91,12.2,16.7,71.1,70.66,16
2026-01-22,4,2.27,17.31,-4.71,87.4,85.66,16
2026-01-22,4,3.29,8.62,15.97,75.41,74.52,16
2026-01-22,4,2.4,7.72,7.71,84.57,84.44,16
2026-01-22,4,3.67,10.69,10.59,78.72,77.71,16
2026-01-22,5,3.79,13.66,15.67,70.67,69.39,16
2026-01-22,5,4.05,5.67,17.45,76.88,75.61,16
2026-01-22,5,1.6,6.55,5.14,88.31,86.89,16
2026-01-22,5,2.52,6.84,11.64,81.52,80.97,16
2026-01-22,5,4.55,6.47,20.58,72.95,72.82,16
2026-01-22,5,1.1,14.67,-6.67,92.0,90.71,16
2026-01-22,6,3.65,11.05,17.37,71.58,71.44,16
2026-01-22,6,3.82,14.64,6.0,79.36,78.62,16
2026-01-22,6,3.76,6.6,20.69,72.71,72.37,16
2026-01-22,6,3.96,16.81,10.48,72.71,71.59,16
2026-01-22,6,3.21,14.51,2.48,83.01,82.27,16
2026-01-22,6,1.28,18.59,-11.89,93.3,93.11,16
2026-01-22,6,1.27,19.95,-12.11,92.16,90.61,16
2026-01-22,7,2.64,10.22,5.6,84.18,84.1,16
2026-01-22,7,1.44,7.42,2.71,89.87,88.57,16
2026-01-22,7,1.8,3.34,8.32,88.34,87.94,16
2026-01-22,7,3.79,18.76,1.85,79.39,78.65,16
2026-01-22,7,3.87,18.31,8.81,72.88,72.43,16
2026-01-22,7,1.98,4.92,7.57,87.51,87.42,16
2026-01-22,7,0.99,15.54,-8.27,92.73,91.95,16
2026-01-22,8,2.32,6.94,10.11,82.95,82.19,16
2026-01-22,8,1.35,13.32,-6.02,92.7,91.79,16
2026-01-22,8,3.89,8.76,15.2,76.04,75.36,16
2026-01-22,8,3.28,5.32,18.19,76.49,75.47,16
2026-01-22,8,3.46,6.49,12.82,80.69,80.45,16
2026-01-22,8,4.11,11.81,12.68,75.51,74.96,16
2026-01-22,8,4.94,12.29,15.92,71.79,71.39,16
2026-01-22,9,4.0,7.7,14.25,78.05,76.75,16
2026-01-22,9,5.2,16.26,12.99,70.75,70.42,16
2026-01-22,9,1.7,15.29,-2.56,87.27,87.03,16
2026-01-22,9,3.45,13.83,12.05,74.12,73.74,16
2026-01-22,9,2.0,16.69,-3.89,87.2,86.29,16
2026-01-22,9,1.29,3.97,3.67,92.36,91.71,16
2026-01-22,9,0.87,5.55,0.23,94.22,92.38,16
2026-01-22,10,3.47,18.54,1.98,79.48,78.07,16
2026-01-22,10,2.01,4.45,6.74,88.81,87.5,16
2026-01-22,10,2.39,11.11,3.88,85.01,84.29,16
2026-01-22,10,1.28,5.99,1.25,92.76,91.05,16
2026-01-22,10,2.76,8.34,9.12,82.54,82.19,16
2026-01-22,10,2.27,3.75,13.57,82.68,81.8,16
2026-01-22,10,2.27,9.42,4.03,86.55,86.35,16
2026-01-22,11,3.82,7.68,20.1,72.22,71.82,16
2026-01-22,11,3.68,10.02,10.54,79.44,78.05,16
2026-01-22,11,2.26,9.28,7.93,82.79,82.77,16
2026-01-22,11,3.89,12.81,9.44,77.75,76.46,16
2026-01-22,11,2.49,10.99,5.2,83.81,82.2,16
2026-01-22,11,3.78,13.44,10.55,76.01,75.41,16
2026-01-22,11,3.76,16.13,4.99,78.88,78.88,16
2026-01-22,12,0.84,11.94,-5.77,93.83,93.56,16
2026-01-22,12,5.22,18.78,9.7,71.52,71.24,16
2026-01-22,12,4.42,18.13,5.55,76.32,75.6,16
2026-01-22,12,2.19,15.47,-3.93,88.46,87.15,16
2026-01-22,12,2.56,11.05,2.86,86.09,85.31,16
2026-01-22,12,3.33,15.21,8.56,76.23,75.0,16
2026-01-22,12,2.36,7.12,6.69,86.19,85.16,16
2026-01-22,13,4.62,14.52,11.94,73.54,72.66,16
2026-01-22,13,2.5,14.34,2.62,83.04,82.45,16
2026-01-22,13,3.98,17.95,4.61,77.44,75.92,16
2026-01-22,13,4.16,17.37,9.37,73.26,72.85,16
2026-01-22,13,4.32,7.28,20.12,72.6,72.54,16
2026-01-22,13,4.88,19.07,9.91,71.02,70.15,16
2026-01-22,13,3.82,9.35,16.73,73.92,73.84,16
2026-01-22,14,1.42,16.41,-8.25,91.84,90.35,16
2026-01-22,14,2.91,6.18,14.59,79.23,78.51,16
2026-01-22,14,1.32,14.37,-6.01,91.64,91.14,16
2026-01-22,14,3.59,17.67,4.64,77.69,77.37,16
2026-01-22,14,0.78,18.58,-12.58,94.0,93.12,16
2026-01-22,14,4.2,7.1,17.25,75.65,74.3,16
2026-01-22,14,2.97,7.68,9.35,82.97,82.69,16
2026-01-22,15,4.56,14.85,11.79,73.36,72.79,16
2026-01-22,15,4.12,13.86,7.64,78.5,77.38,16
2026-01-22,15,4.32,6.67,16.05,77.28,76.05,16
2026-01-22,15,1.56,11.95,-2.55,90.6,89.14,16
2026-01-22,15,1.42,15.38,-7.47,92.09,90.47,16
2026-01-22,15,1.55,15.09,-5.24,90.15,88.51,16
2026-01-22,15,2.4,5.1,13.24,81.66,81.46,16
2026-01-22,16,0.96,4.55,1.06,94.39,92.96,16
2026-01-22,16,3.4,13.95,3.74,82.31,80.89,16
2026-01-22,16,3.86,3.59,25.43,70.98,70.14,16
2026-01-22,16,4.46,15.94,11.96,72.1,71.74,16
2026-01-22,16,1.13,4.62,1.34,94.04,94.02,16
2026-01-22,16,1.38,15.24,-6.7,91.46,91.06,16
2026-01-22,17,3.86,6.55,23.24,70.21,70.09,16
2026-01-22,17,1.5,8.69,1.04,90.27,89.52,16
2026-01-22,17,2.09,11.91,4.35,83.74,83.47,16
2026-01-22,17,2.04,13.83,-1.04,87.21,86.05,16
2026-01-22,17,2.23,13.13,-1.36,88.23,87.92,16
2026-01-22,17,1.25,18.0,-10.7,92.7,92.55,16
2026-01-22,17,3.73,8.88,11.33,79.79,79.17,16
2026-01-22,18,5.16,16.74,11.35,71.91,71.34,16
2026-01-22,18,2.06,4.85,9.17,85.98,85.25,16
2026-01-22,18,3.14,8.83,15.39,75.78,75.07,16
2026-01-22,18,4.78,6.31,20.21,73.48,73.48,16
2026-01-22,18,3.58,13.23,12.83,73.94,72.78,16
2026-01-22,18,3.19,8.74,15.26,76.0,74.9,16
2026-01-22,18,4.13,15.68,7.94,76.38,74.91,16
2026-01-22,19,3.5,18.99,7.76,73.25,72.57,16
2026-01-22,19,2.98,16.46,4.37,79.17,77.62,16
2026-01-22,19,1.16,19.43,-12.82,93.39,92.32,16
2026-01-22,19,2.64,15.69,1.33,82.98,81.48,16
2026-01-22,19,1.63,19.05,-10.21,91.16,91.05,16
2026-01-22,19,4.39,9.14,19.48,71.38,71.22,16
2026-01-22,19,2.26,15.97,-1.16,85.19,84.88,16
2026-01-22,20,1.82,18.99,-6.11,87.12,85.5,16
2026-01-22,20,0.93,7.32,-1.14,93.82,93.38,16
2026-01-22,20,4.47,12.35,16.35,71.3,70.49,16
2026-01-22,20,4.82,11.25,16.03,72.72,72.18,16
2026-01-22,20,2.25,6.58,7.32,86.1,84.62,16
2026-01-22,20,3.36,3.69,19.72,76.59,76.21,16
2026-01-22,20,1.19,11.97,-4.38,92.41,90.57,16
2026-01-22,21,4.29,11.11,14.04,74.85,73.8,16
2026-01-22,21,2.13,5.32,10.92,83.76,83.58,16
2026-01-22,21,3.18,15.31,8.85,75.84,74.89,16
2026-01-22,21,2.22,14.8,-1.48,86.68,85.73,16
2026-01-22,21,4.99,12.6,16.21,71.19,70.29,16
2026-01-22,21,1.28,6.09,3.83,90.08,88.79,16
2026-01-22,21,0.71,12.91,-7.79,94.88,94.86,16
2026-01-22,22,1.86,13.6,-2.51,88.91,88.39,16
2026-01-22,22,1.93,9.39,1.44,89.17,88.41,16
2026-01-22,22,3.76,13.28,9.31,77.41,76.72,16
2026-01-22,22,1.85,19.68,-7.92,88.24,87.67,16
2026-01-22,22,1.18,12.1,-4.33,92.23,90.93,16
2026-01-22,22,3.04,7.22,13.18,79.6,79.52,16
2026-01-22,22,4.05,11.51,15.92,72.57,71.15,16
2026-01-22,23,2.02,6.31,8.22,85.47,85.43,16
2026-01-22,23,4.55,16.27,8.97,74.76,73.54,16
2026-01-22,23,3.48,19.47,3.17,77.36,76.03,16
2026-01-22,23,2.76,9.93,6.07,84.0,83.9,16
2026-01-22,23,0.71,9.77,-4.52,94.75,93.75,16
2026-01-22,23,1.71,3.52,7.39,89.09,89.04,16
2026-01-22,23,1.97,19.03,-7.76,88.73,87.5,16
2026-01-23,0,2.83,14.39,2.61,83.0,81.71,16
2026-01-23,0,2.87,19.15,1.8,79.05,77.85,16
2026-01-23,0,1.44,17.21,-9.64,92.43,91.98,16
2026-01-23,0,1.72,19.32,-10.02,90.7,90.51,16
2026-01-23,0,4.52,14.82,12.23,72.95,71.7,16
2026-01-23,0,2.95,17.43,4.04,78.53,77.82,16
2026-01-23,0,2.37,14.5,0.74,84.76,83.67,16
2026-01-23,1,3.55,9.5,13.85,76.65,76.32,16
2026-01-23,1,2.56,17.1,2.73,80.17,78.68,16
2026-01-23,1,3.09,14.42,3.53,82.05,81.11,16
2026-01-23,1,4.34,11.98,14.38,73.64,72.45,16
2026-01-23,1,0.77,7.28,-1.79,94.51,94.04,16
2026-01-23,1,4.17,7.09,16.23,76.68,75.98,16
2026-01-23,1,2.9,13.64,8.59,77.77,77.01,16
2026-01-23,2,4.16,11.13,18.13,70.74,70.68,16
2026-01-23,2,4.57,10.38,19.46,70.16,69.95,16
2026-01-23,2,1.43,3.94,3.93,92.13,90.4,16
2026-01-23,2,1.86,4.28,6.64,89.08,88.2,16
2026-01-23,2,1.76,19.48,-9.84,90.36,89.16,16
2026-01-23,2,4.81,11.97,16.83,71.2,69.87,16
2026-01-23,2,4.21,13.31,9.71,76.98,75.89,16
2026-01-23,3,4.03,16.15,5.82,78.03,77.18,16
2026-01-23,3,2.87,19.14,-2.19,83.05,82.84,16
2026-01-23,3,2.42,9.26,5.07,85.67,84.04,16
2026-01-23,3,3.87,10.49,12.76,76.75,76.59,16
2026-01-23,3,3.74,19.03,1.2,79.77,78.27,16
2026-01-23,3,1.62,10.0,1.85,88.15,87.73,16
2026-01-23,4,4.67,16.58,9.99,73.43,71.99,16
2026-01-23,4,2.7,11.06,6.64,82.3,81.68,16
2026-01-23,4,4.8,14.89,13.92,71.19,70.0,16
2026-01-23,4,1.74,9.75,1.02,89.23,87.92,16
2026-01-23,4,2.35,6.32,10.34,83.34,81.79,16
2026-01-23,4,3.58,19.22,4.98,75.8,75.7,16
2026-01-23,4,2.3,8.86,3.27,87.87,86.41,16
2026-01-23,5,3.51,4.35,22.93,72.72,72.06,16
2026-01-23,5,1.18,5.79,2.97,91.24,91.06,16
2026-01-23,5,2.63,4.91,10.02,85.07,83.37,16
2026-01-23,5,3.28,14.38,9.67,75.95,75.21,16
2026-01-23,5,2.39,8.86,8.75,82.39,81.69,16
2026-01-23,5,3.61,14.35,10.19,75.46,74.06,16
2026-01-23,5,4.29,19.34,4.05,76.61,75.15,16
2026-01-23,6,3.52,9.73,12.19,78.08,76.74,16
2026-01-23,6,1.09,7.68,-2.01,94.33,92.62,16
2026-01-23,6,3.24,7.25,16.84,75.91,74.7,16
2026-01-23,6,2.88,5.41,12.83,81.76,80.3,16
2026-01-23,6,1.43,5.9,4.33,89.77,89.17,16
2026-01-23,6,4.73,4.57,25.08,70.35,69.17,16
2026-01-23,6,1.59,6.1,3.38,90.52,89.68,16
2026-01-23,7,3.86,10.14,13.33,76.53,76.42,16
2026-01-23,7,3.7,16.33,5.17,78.5,78.23,16
2026-01-23,7,2.72,17.73,1.32,80.95,80.56,16
2026-01-23,7,1.52,4.95,4.49,90.56,89.19,16
2026-01-23,7,2.46,9.94,6.47,83.59,83.58,16
2026-01-23,7,2.5,15.56,0.13,84.31,83.38,16
2026-01-23,7,1.91,13.82,-1.39,87.57,86.77,16
2026-01-23,8,0.9,11.13,-4.31,93.18,91.54,16
2026-01-23,8,1.37,18.31,-9.83,91.52,90.6,16
2026-01-23,8,1.74,3.26,6.55,90.19,89.94,16
2026-01-23,8,2.86,14.2,6.4,79.4,78.04,16
2026-01-23,8,3.26,14.46,9.94,75.6,74.62,16
2026-01-23,8,3.59,9.22,10.95,79.83,79.63,16
2026-01-23,8,2.39,4.78,11.74,83.48,82.56,16
2026-01-23,9,2.79,11.89,3.87,84.24,83.79,16
2026-01-23,9,4.21,5.36,20.28,74.36,74.33,16
2026-01-23,9,0.95,19.23,-13.45,94.22,93.76,16
2026-01-23,9,2.79,7.0,9.64,83.36,82.83,16
2026-01-23,9,3.11,17.76,-1.31,83.55,83.19,16
2026-01-23,9,4.81,17.46,9.37,73.17,73.05,16
2026-01-23,9,1.13,6.91,-0.69,93.78,93.2,16
2026-01-23,10,2.76,15.18,3.99,80.83,80.38,16
2026-01-23,10,0.96,8.07,-2.3,94.23,93.57,16
2026-01-23,10,1.17,12.41,-3.56,91.15,90.44,16
2026-01-23,10,4.48,13.64,14.26,72.1,71.16,16
2026-01-23,10,1.01,3.61,2.33,94.06,93.59,16
2026-01-23,10,4.51,7.0,20.71,72.29,72.18,16
2026-01-23,10,3.58,12.17,6.64,81.19,80.34,16
2026-01-23,11,3.86,10.68,14.65,74.67,74.57,16
2026-01-23,11,4.78,15.23,12.82,71.95,71.39,16
2026-01-23,11,3.0,11.37,7.09,81.54,80.9,16
2026-01-23,11,1.37,10.42,-1.85,91.43,90.65,16
2026-01-23,11,1.43,5.2,3.66,91.14,90.84,16
2026-01-23,11,4.25,3.65,21.45,74.9,74.89,16
2026-01-23,11,3.08,9.78,12.26,77.96,77.22,16
2026-01-23,12,2.09,3.88,10.49,85.63,84.32,16
2026-01-23,12,5.61,9.13,20.12,70.75,70.6,16
2026-01-23,12,3.37,14.66,5.82,79.52,78.91,16
2026-01-23,12,4.75,7.75,21.48,70.77,69.53,16
2026-01-23,12,1.52,9.37,1.17,89.46,88.28,16
2026-01-23,12,0.93,13.09,-6.45,93.36,92.23,16
2026-01-23,12,3.57,8.0,13.17,78.83,78.54,16
2026-01-23,13,2.33,12.06,2.09,85.85,84.36,16
2026-01-23,13,4.27,17.73,5.54,76.73,75.8,16
2026-01-23,13,4.72,18.7,6.44,74.86,74.8,16
2026-01-23,13,3.69,4.35,17.15,78.5,77.19,16
2026-01-23,13,4.17,8.74,13.06,78.2,77.47,16
2026-01-23,13,2.49,8.84,9.08,82.08,81.94,16
2026-01-23,14,2.87,13.02,2.59,84.39,83.38,16
2026-01-23,14,3.71,16.29,8.15,75.56,74.85,16
2026-01-23,14,4.0,11.58,12.83,75.59,75.58,16
2026-01-23,14,3.22,19.18,1.04,79.78,78.77,16
2026-01-23,14,3.49,17.45,5.98,76.57,75.63,16
2026-01-23,14,2.16,16.14,-1.39,85.25,84.83,16
2026-01-23,14,3.94,8.21,15.25,76.54,75.02,16
2026-01-23,15,1.07,17.01,-8.95,91.94,91.74,16
2026-01-23,15,1.27,13.18,-3.99,90.81,90.65,16
2026-01-23,15,3.58,8.67,16.35,74.98,74.73,16
2026-01-23,15,1.56,9.19,0.97,89.84,88.2,16
2026-01-23,15,5.03,4.83,22.96,72.21,71.19,16
2026-01-23,15,4.18,5.95,18.99,75.06,73.88,16
2026-01-23,15,4.65,15.37,9.27,75.36,74.49,16
2026-01-23,16,4.09,10.6,16.97,72.43,72.14,16
2026-01-23,16,4.07,19.2,10.4,70.4,69.87,16
2026-01-23,16,1.49,7.82,0.57,91.61,91.25,16
2026-01-23,16,4.24,6.01,21.81,72.18,71.86,16
2026-01-23,16,2.71,14.83,1.94,83.23,83.23,16
2026-01-23,16,2.82,17.19,-1.23,84.04,83.38,16
2026-01-23,16,4.8,7.0,22.83,70.17,69.27,16
2026-01-23,17,2.97,9.84,6.21,83.95,83.56,16
2026-01-23,17,1.18,18.52,-11.9,93.38,92.55,16
2026-01-23,17,3.24,17.69,1.91,80.4,80.33,16
2026-01-23,17,2.86,12.16,7.45,80.39,79.99,16
2026-01-23,17,1.36,15.0,-6.56,91.56,89.98,16
2026-01-23,17,0.91,7.75,-2.33,94.58,94.38,16
2026-01-23,17,2.14,9.18,2.5,88.32,87.3,16
2026-01-23,18,1.65,7.9,2.41,89.69,89.41,16
2026-01-23,18,2.98,5.02,17.37,77.61,77.01,16
2026-01-23,18,2.38,3.43,9.24,87.33,87.3,16
2026-01-23,18,4.41,5.65,24.19,70.16,68.81,16
2026-01-23,18,1.86,17.93,-3.91,85.98,85.27,16
2026-01-23,18,4.61,17.04,7.05,75.91,75.37,16
2026-01-23,18,3.83,8.4,18.71,72.89,71.91,16
2026-01-23,19,3.69,11.87,10.03,78.1,77.29,16
2026-01-23,19,2.83,14.59,4.77,80.64,80.22,16
2026-01-23,19,3.5,13.49,9.4,77.11,76.37,16
2026-01-23,19,2.75,5.45,9.05,85.5,85.02,16
2026-01-23,19,2.36,10.19,2.55,87.26,87.15,16
2026-01-23,19,1.59,7.98,2.3,89.72,89.22,16
2026-01-23,19,2.16,17.38,-6.05,88.67,87.13,16
2026-01-23,20,2.34,7.89,4.52,87.59,87.45,16
2026-01-23,20,4.9,16.83,11.43,71.74,70.62,16
2026-01-23,20,1.78,5.27,4.54,90.19,88.58,16
2026-01-23,20,4.54,17.94,8.9,73.16,72.58,16
2026-01-23,20,2.51,4.0,10.33,85.67,85.03,16
2026-01-23,20,1.25,10.06,-2.2,92.14,91.25,16
2026-01-23,20,4.04,8.87,16.03,75.1,74.43,16
2026-01-23,21,1.85,15.0,-4.17,89.17,88.11,16
2026-01-23,21,4.03,8.95,16.63,74.42,73.2,16
2026-01-23,21,3.41,12.55,10.94,76.51,76.47,16
2026-01-23,21,3.46,12.71,13.9,73.39,72.15,16
2026-01-23,21,4.83,16.88,9.56,73.56,72.22,16
2026-01-23,21,1.64,14.18,-2.73,88.55,87.46,16
2026-01-23,21,4.77,17.77,9.67,72.56,71.19,16
2026-01-23,22,0.94,5.98,0.01,94.01,93.34,16
2026-01-23,22,3.49,15.19,9.43,75.38,74.54,16
2026-01-23,22,2.89,6.16,9.73,84.11,83.41,16
2026-01-23,22,5.54,5.64,23.63,70.73,69.57,16
2026-01-23,22,1.01,10.0,-2.74,92.74,91.28,16
2026-01-23,22,5.02,8.56,18.92,72.52,71.69,16
2026-01-23,22,3.86,12.4,15.72,71.88,70.88,16
2026-01-23,23,1.44,9.18,-1.6,92.42,91.17,16
2026-01-23,23,1.53,12.18,-1.91,89.73,89.47,16
2026-01-23,23,1.14,5.08,1.43,93.49,92.12,16
2026-01-23,23,2.55,11.38,7.04,81.58,81.16,16
2026-01-23,23,3.01,3.33,16.84,79.83,78.63,16
2026-01-23,23,1.34,19.2,-10.84,91.64,90.87,16
2026-01-23,23,2.02,18.19,-6.08,87.89,86.34,16
2026-01-24,0,1.45,3.05,5.75,91.2,90.44,16
2026-01-24,0,3.24,8.63,10.37,81.0,79.64,16
2026-01-24,0,2.63,18.48,-3.38,84.9,84.49,16
2026-01-24,0,3.37,16.9,7.74,75.36,74.92,16
